"","acs_col","var_name","universe_col","pretty_name_count","pretty_name_proportion","acs_variable_name_to_interpolate_by_sum_boolean_mapping","year"
"462","B11004_001","total_families","","Total families (count)","",TRUE,"2011"
"463","B11004_010","male_head_relatedkids","B11004_001","Male householder living alone with related kids under 18 (count)","Percent of male householders with related kids under 18 (proportion of all families)",TRUE,"2011"
"464","B11004_016","female_head_relatedkids","B11004_001","Female householder living alone with related kids under 18 (count)","Percent of female householders with related kids under 18 (proportion of all families)",TRUE,"2011"
"465","B11010_001","total_nonfamily_households","","Total nonfamily households (count)","",TRUE,"2011"
"466","B11010_003","male_householder_alone","B11010_001","Male householder, living alone","",TRUE,"2011"
"467","B11010_010","female_householder_alone","B11010_001","Female householder, living alone (count)","",TRUE,"2011"
"468","B11011_001","total_households","","Total households (count)","",TRUE,"2011"
"469","B15002_001","pop_25_and_over","","Residents aged 25 and older (count)","",TRUE,"2011"
"470","B15002_002","pop_25_and_over_male","B15002_001","Male Residents aged 25 and older (count)","Male Residents aged 25 and older (Proportion of residents 25 and older)",TRUE,"2011"
"471","B15002_003","no_education_male","B15002_001","Male residents with no education (count)","Male residents with no education (Proportion of residents 25 and older)",TRUE,"2011"
"472","B15002_004","nursery_to_fourth_grade_male","B15002_001","Male residents with pre-school to fourth grade education (count)","Male residents with pre-school to fourth grade education (Proportion of residents 25 and older)",TRUE,"2011"
"473","B15002_005","5th_or_6th_grade_male","B15002_001","Male residents with 5th or 6th grade education (count)","Male residents with 5th or 6th grade education (Proportion of residents 25 and older)",TRUE,"2011"
"474","B15002_006","7th_or_8th_grade_male","B15002_001","Male residents with 7th or 8th grade education (count)","Male residents with 7th or 8th grade education (Proportion of residents 25 and older)",TRUE,"2011"
"475","B15002_007","ninth_grade_male","B15002_001","Male residents with 9th grade education (count)","Male residents with 9th grade education (Proportion of residents 25 and older)",TRUE,"2011"
"476","B15002_008","tenth_grade_male","B15002_001","Male residents with tenth grade education (count)","Male residents with tenth grade education (Proportion of residents 25 and older)",TRUE,"2011"
"477","B15002_009","eleventh_grade_male","B15002_001","Male residents with eleventh grade education (count)","Male residents with eleventh grade education (Proportion of residents 25 and older)",TRUE,"2011"
"478","B15002_010","twelfth_grade_no_diploma_male","B15002_001","Male residents with twelfth grade education, no diploma (count)","Male residents with twelfth grade education, no diploma (Proportion of residents 25 and older)",TRUE,"2011"
"479","B15002_011","high_school_grad_male","B15002_001","Male residents with high school degree or equivalent (count)","Male residents with high school degree or equivalent (Proportion of residents 25 and older)",TRUE,"2011"
"480","B15002_012","some_college_less_than_1_year_male","B15002_001","Male residents with less than one year of college (count)","Male residents with less than one year of college (Proportion of residents 25 and older)",TRUE,"2011"
"481","B15002_013","some_college_1_year_or_more_male","B15002_001","Male residents with one or more year of college (count)","Male residents with one or more year of college (Proportion of residents 25 and older)",TRUE,"2011"
"482","B15002_014","associates_degree_male","B15002_001","Male residents with associates degree (count)","Male residents with associates degree (Proportion of residents 25 and older)",TRUE,"2011"
"483","B15002_015","bachelors_degree_male","B15002_001","Male residents with bachelors degree (count)","Male residents with bachelors degree (Proportion of residents 25 and older)",TRUE,"2011"
"484","B15002_016","masters_degree_male","B15002_001","Male residents with masters degree (count)","Male residents with masters degree (Proportion of residents 25 and older)",TRUE,"2011"
"485","B15002_017","professional_degree_male","B15002_001","Male residents with professional degree (count)","Male residents with professional degree (Proportion of residents 25 and older)",TRUE,"2011"
"486","B15002_018","doctoral_degree_male","B15002_001","Male residents with doctoral degree (count)","Male residents with doctoral degree (Proportion of residents 25 and older)",TRUE,"2011"
"487","B15002_019","pop_25_and_over_female","B15002_001","Female Residents aged 25 and older (count)","Female Residents aged 25 and older (Proportion of residents 25 and older)",TRUE,"2011"
"488","B15002_020","no_education_female","B15002_001","Female residents with no education (count)","Female residents with no education (Proportion of residents 25 and older)",TRUE,"2011"
"489","B15002_021","nursery_to_fourth_grade_female","B15002_001","Female residents with pre-school to fourth grade education (count)","Female residents with pre-school to fourth grade education (Proportion of residents 25 and older)",TRUE,"2011"
"490","B15002_022","5th_or_6th_grade_female","B15002_001","Female residents with 5th or 6th grade education (count)","Female residents with 5th or 6th grade education (Proportion of residents 25 and older)",TRUE,"2011"
"491","B15002_023","7th_or_8th_grade_female","B15002_001","Female residents with 7th or 8th grade education (count)","Female residents with 7th or 8th grade education (Proportion of residents 25 and older)",TRUE,"2011"
"492","B15002_024","ninth_grade_female","B15002_001","Female residents with 9th grade education (count)","Female residents with 9th grade education (Proportion of residents 25 and older)",TRUE,"2011"
"493","B15002_025","tenth_grade_female","B15002_001","Female residents with tenth grade education (count)","Female residents with tenth grade education (Proportion of residents 25 and older)",TRUE,"2011"
"494","B15002_026","eleventh_grade_female","B15002_001","Female residents with eleventh grade education (count)","Female residents with eleventh grade education (Proportion of residents 25 and older)",TRUE,"2011"
"495","B15002_027","twelfth_grade_no_diploma_female","B15002_001","Female residents with twelfth grade education, no diploma (count)","Female residents with twelfth grade education, no diploma (Proportion of residents 25 and older)",TRUE,"2011"
"496","B15002_028","high_school_grad_female","B15002_001","Female residents with high school degree or equivalent (count)","Female residents with high school degree or equivalent (Proportion of residents 25 and older)",TRUE,"2011"
"497","B15002_029","some_college_less_than_1_year_female","B15002_001","Female residents with less than one year of college (count)","Female residents with less than one year of college (Proportion of residents 25 and older)",TRUE,"2011"
"498","B15002_030","some_college_1_year_or_more_female","B15002_001","Female residents with one or more year of college (count)","Female residents with one or more year of college (Proportion of residents 25 and older)",TRUE,"2011"
"499","B15002_031","associates_degree_female","B15002_001","Female residents with associates degree (count)","Female residents with associates degree (Proportion of residents 25 and older)",TRUE,"2011"
"500","B15002_032","bachelors_degree_female","B15002_001","Female residents with bachelors degree (count)","Female residents with bachelors degree (Proportion of residents 25 and older)",TRUE,"2011"
"501","B15002_033","masters_degree_female","B15002_001","Female residents with masters degree (count)","Female residents with masters degree (Proportion of residents 25 and older)",TRUE,"2011"
"502","B15002_034","professional_degree_female","B15002_001","Female residents with professional degree (count)","Female residents with professional degree (Proportion of residents 25 and older)",TRUE,"2011"
"503","B15002_035","doctoral_degree_female","B15002_001","Female residents with doctoral degree (count)","Female residents with doctoral degree (Proportion of residents 25 and older)",TRUE,"2011"
"504","B16005_001","total_ages_5_up","","Population 5 years and over","",TRUE,"2011"
"505","B16005_004","native_born_spanish","","Native born persons (ages 5+) who speak Spanish (count)","",TRUE,"2011"
"506","B16005_007","ntv_sp_lmt_eng_notwell","B16005_004","Native-born persons (age 5+) who speak Spanish and who spead English 'not well' (count)","Percent of native-born persons (age 5+) who speak Spanish and speak English 'not well' (proportion of all native-born persons (ages 5) who speak Spanish)",TRUE,"2011"
"507","B16005_008","ntv_sp_lmt_eng_notatall","B16005_004","Native-born persons (age 5+) who speak Spanish and who speak English 'not at all' (count)","Percent of native-born persons (age 5+) who speak Spanish and speak English 'not at all' (proportion of all native-born persons (ages 5+) who speak Spanish)",TRUE,"2011"
"508","B16005_009","native_born_indo_europe","","Native born persons (ages 5+) who speak Indo-European languages (count)","",TRUE,"2011"
"509","B16005_012","ntv_ie_lmt_eng_notwell","B16005_009","Native-born persons (age 5+) who speak Indo-European languages and speak English not well (count)","Percent of native born persons (age 5+) who speak Indo-European languages and speak English 'not well' (proportion of all persons (ages 5+) who speak Indo-European languages)",TRUE,"2011"
"510","B16005_013","ntv_ie_lmt_eng_notatall","B16005_009","Native-born persons (age 5+) who speak Indo-European languages and speak English not at all (count)","Percent of native born persons (age 5+) who speak Indo-European languages and speak English 'not at all' (proportion of all persons (ages 5+) who speak Indo-European languages)",TRUE,"2011"
"511","B16005_014","native_born_asian_pi","","Native born persons (ages 5+) who speak Asian and Pacific Islander languages (count)","",TRUE,"2011"
"512","B16005_017","ntv_api_lmt_en_notwell","B16005_014","Native-born persons (age 5+) who speak Asian and Pacific Island languages and speak English 'not well' (count)","Percent of native born persons (age 5+) who speak Asian and Pacific Islander languages and speak English 'not well' (proportion of all native born persons (ages 5+) who speak Asian and Pacific Islander languages)",TRUE,"2011"
"513","B16005_018","ntv_api_lmt_en_notatall","B16005_014","Native-born persons (age 5+) who speak Asian and Pacific Island languages and speak English 'not at all' (count)","Percent of native-born persons (age 5+) who speak Asian and Pacific Island languages and speak English 'not at all' (proportion of native-born persons (ages 5+) who speak Asian and Pacific Islander languages)",TRUE,"2011"
"514","B16005_019","native_born_other","","Native born persons (ages 5+) who speak other languages (count)","",TRUE,"2011"
"515","B16005_022","ntv_oth_lmt_en_notwell","B16005_019","Native-born persons (age 5+) who speak other languages and speak English 'not well' (count)","Percent , native-born persons (age 5+) who speak other languages and speak English 'not well' (proportion of native-born persons (ages 5+) who speak other languages)",TRUE,"2011"
"516","B16005_023","ntv_oth_lmt_en_notatall","B16005_019","Native-born persons (age 5+) who speak other languages and speak English 'not at all' (count)","Percent of native-born persons (age 5+) who speak other languages and speak English 'not at all' (proportin of native-born persons (ages 5+) who speak other languages)",TRUE,"2011"
"517","B16005_024","total_foreign_born","B16005_001","Total foreign born population ages 5+ (count)","Percent of foreign born persons (proportion of all resdients ages 5 and older)",TRUE,"2011"
"518","B16005_026","total_fb_spanish","B16005_024","Total foreign born population (ages 5+) who speak Spanish (count)","Percent of foreign born persons (age 5+) who speak spanish (proportion of all foreign born population ages 5+)",TRUE,"2011"
"519","B16005_029","fb_sp_lmt_eng_notwell","B16005_026","Foreign-born persons (age 5+) who speak Spanish and who spead English 'not well' (count)","Percent of foreign-born persons (age 5+) who speak Spanish and who spead English 'not well' (proportion of foreign-born persons (ages 5+) who speak Spanish)",TRUE,"2011"
"520","B16005_030","fb_sp_lmt_eng_notatall","B16005_026","Foreign-born persons (age 5+) who speak Spanish and who speak English 'not at all' (count)","Percent of foreign-born persons (age 5+) who speak Spanish and who speak English 'not at all' (proportion of foreign-born persons (ages 5+) who speak Spanish)",TRUE,"2011"
"521","B16005_031","total_tb_indo_europe","B16005_024","Total foreign born population (ages 5+) who speak Indo-Eropean languages (count)","Percent of foreign born persons (age 5+) who speak Indo-Eropean languages (proportion of all foreign born population)",TRUE,"2011"
"522","B16005_034","fb_ie_lmt_eng_notwell","B16005_031","Foreign-born persons (age 5+) who speak Indo-European languages and speak English not well (count)","Percent of foreign-born persons (age 5+) who speak Indo-European languages and speak English 'not well' (proportion of foreign-born persons (ages 5+) who speak Indo-European languages)",TRUE,"2011"
"523","B16005_035","fb_ie_lmt_eng_notatall","B16005_031","Foreign-born persons (age 5+) who speak Indo-European languages and speak English not at all (count)","Percent of foreign-born persons (age 5+) who speak Indo-European languages and speak English 'not at all' (Proportion of foreign-born persons who speak Indo-European languages)",TRUE,"2011"
"524","B16005_036","total_fb_asian_pi","B16005_024","Total foreign born population (ages 5+) who speak Asian and Pacific Island languages (count)","Percent of total foreign born population (ages 5+) who speak Asian and Pacific Island languages (Proportio nof all foreign born population ages 5+)",TRUE,"2011"
"525","B16005_039","fb_api_lmt_en_notwell","B16005_036","Foreign-born persons (age 5+) who spead Asian and Pacific Island languages and speak English 'not well' (count)","Percent of foreign-born persons (age 5+) who speak Asian and Pacific Island languages and speak English 'not well' (proportion of foreign-born persons (ages 5+) who speak Asian and Pacific Islander languages)",TRUE,"2011"
"526","B16005_040","fb_api_lmt_en_notatall","B16005_036","Foreign-born persons (age 5+) who speak Asian and Pacific Island languages and speak English 'not at all' (count)","Percent of foreign-born persons (age 5+) who speak Asian and Pacific Island languages and speak English 'not at all' (proportion of foreign-born persons (ages 5+) who speak Asian and Pacific Islander languages)",TRUE,"2011"
"527","B16005_041","total_fb_other","B16005_024","Total foreign born population (ages 5+) who speak other languages (count)","Percent of total foreign born population (ages 5+) who speak other languages (Proportio nof all foreign born population ages 5+)",TRUE,"2011"
"528","B16005_044","fb_oth_lmt_en_notwell","B16005_041","Foreign-born persons (age 5+) who speak other languages and speak English 'not well' (count)","Percent of foreign-born persons (age 5+) who speak other languages and speak English 'not well' (proportion of foreign-born persons (ages 5+) who speak other languages)",TRUE,"2011"
"529","B16005_045","fb_oth_lmt_en_notatall","B16005_041","Foreign-born persons (age 5+) who speak other languages and speak English 'not at all' (count)","Percent of foreign-born persons (age 5+) who speak other languages and speak English 'not at all' (proportion of foreign-born persons (ages 5+) who speak other languages)",TRUE,"2011"
"530","B17001_001","total_poverty_determined","","Total population, poverty status is determined (count)","",TRUE,"2011"
"531","B17001_002","below_pov","B17001_001","Residents with income in the past 12 months below poverty level (Count)","Percent of residents with income in the past 12 months below poverty level (Proportion of all Residents for whom poverty status is determined)",TRUE,"2011"
"532","B17012_001","households","","Total number of households, poverty status determined","",TRUE,"2011"
"533","B17012_002","households_in_poverty","B17012_001","Households in poverty (count)","Percent of households in poverty (proportion of all households)",TRUE,"2011"
"534","B17023_001","total_pop_poverty","","Total population of families, poverty status is determined (count)","",TRUE,"2011"
"535","B17023_002","fam_below_poverty","B17023_001","Families below the povery level (count)","Percent of families below the povery level (proportion of all families)",TRUE,"2011"
"536","B19001_001","households_income_determined","","Total housedholds, income determined","",TRUE,"2011"
"537","B19001_002","hhincome_less_than_10k","B19001_001","Households with income of less than 10,000 (count)","",TRUE,"2011"
"538","B19001_003","household_income_10_14k","B19001_001","Households earning $10,000 to 14,999 (count)","Percent of households earning $10,000 to $14,999 (proportion of all housedholds)",TRUE,"2011"
"539","B19001_004","household_income_15_19k","B19001_001","Households earning $15,000 to 19,999 (count)","Percent of households earning $15,000 to $19,999 (proportion of all households)",TRUE,"2011"
"540","B19001_005","household_income_20_24k","B19001_001","Households earning $20,000 to 24,999 (count)","Percent of households earning $20,000 to $24,999 (proportion of all households)",TRUE,"2011"
"541","B19001_006","household_income_25_29k","B19001_001","Households earning $25,000 to $29,999 (count)","Percent of households earning $25,000 to $29,999 (proportion of all households)",TRUE,"2011"
"542","B19001_011","hhincome_50k_to_59k","B19001_001","Households with income of 50,000 to 59,999 (count)","Percent of households earning $50,000 to 59,999 (proportion of all households)",TRUE,"2011"
"543","B19001_012","hhincome_60k_to_74k","B19001_001","Households with income of 60,000 to 74,999 (count)","Percent of households earning $60,000 to 74,999 (proportion of all households)",TRUE,"2011"
"544","B19001_013","hhincome_75k_to_99k","B19001_001","Households with income of 75,000 to 99,999 (count)","Percent of households earning $75,000 to $99,999 (proportion of all households)",TRUE,"2011"
"545","B19001_014","hhincome_100k_to_124k","B19001_001","Households with income of 100,000 to 124,999 (count)","Percent of households earning $100,000 to 124,999 (proportion of all households)",TRUE,"2011"
"546","B19001_015","hhincome_125k_to_149k","B19001_001","Households with income of 125,000 to 149,999(count)","Percent of households earning $125,000 to 149,999 (proportion all households)",TRUE,"2011"
"547","B19001_016","hhincome_150k_to_199k","B19001_001","Households with income of 150,000 to 199,999 (count)","Percent of households earning $150,000 to 199,999 (proportion of all households)",TRUE,"2011"
"548","B19001_017","hhincome_200k_or_more","B19001_001","Households with income of 200,000 or more (count)","Percent of households earning $200,000 (proportion of all households)",TRUE,"2011"
"549","B19013_001","med_hincome","","Median Household Income (dollars)","",FALSE,"2011"
"550","B19054_001","total_receive_idr","","Total population, receipt of interest, dividends, or net rental income is determined (count)","",TRUE,"2011"
"551","B19054_002","receive_idr","B19054_001","Households receiving dividends, interest, or rental income (count)","Percent of households receiving dividends, interest, or rental income (Proportion of all households)",TRUE,"2011"
"552","B19058_001","total_public_asst","","Total population, public assistance status is determined","",TRUE,"2011"
"553","B19058_002","public_asst","B19058_001","Households receiving public assistance (count)","Percent of households receiving public assistance (proportion of all households)",TRUE,"2011"
"554","B19301_001","per_capita_income","","Mean per capita income","",FALSE,"2011"
"555","B23001_001","age_16_plus_emp_sex_determined","","Resdents 16 years and older, employment and sex determined (count)","",TRUE,"2011"
"556","B23001_002","total_males_16_over_labor_force_det","","Total males 16 and older, labor force involvement determined (count)","",TRUE,"2011"
"557","B23001_003","males_16_19","B23001_002","Total males 16 to 19 years old (count)","Percent of males ages 16 to 19 (proportion of all males 16 and older)",TRUE,"2011"
"558","B23001_008","males_16_19_unemployed","B23001_003","Total males 16 to 19 who are unemployed (count)","Percent of males 16 to 19 who are unemployed (Proportion of males 16 to 19 years and older)",TRUE,"2011"
"559","B23001_009","males_16_19_not_in_labor_force","B23001_003","Total males ages 16 to 19 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 16 to 19)",TRUE,"2011"
"560","B23001_010","males_20_21","B23001_002","Total males 20 and 21 (count)","Percent of males 20 and 21 (proportion of all males ages 16 and older)",TRUE,"2011"
"561","B23001_015","males_20_21_unemployed","B23001_010","Total males 20 to 21 who are unemployed (count)","Males 20 to 21 who are unemployed (Proportion of males 20 to 21 years old)",TRUE,"2011"
"562","B23001_016","males_20_21_not_in_labor_force","B23001_010","Total males ages 20 to 21 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 20 to 21 with labor force determined)",TRUE,"2011"
"563","B23001_017","males_22_24","B23001_002","Total males 22 to 24 (count)","Percent of total males ages 22 through 24 (proportion of all males ages 16 and older)",TRUE,"2011"
"564","B23001_022","males_22_24_unemployed","B23001_017","Total males 22 to 24 who are unemployed (count)","Percent of males 22 to 24 who are unemployed (Proportion of all males ages 22 to 24)",TRUE,"2011"
"565","B23001_023","males_22_24_not_in_labor_force","B23001_017","Total males ages 22 to 24 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 22 to 24 with labor force determined)",TRUE,"2011"
"566","B23001_024","males_25_29","B23001_002","Total males ages 25 throuth 29","Percent of total males ages 25 through 29 (proportion of lal males ages 16 and older)",TRUE,"2011"
"567","B23001_029","males_25_29_unemployed","B23001_024","Total males 25 to 29 who are unemployed (count)","Percent of males 25 to 29 who are unemployed (Proportion of all males ages 25 to 29)",TRUE,"2011"
"568","B23001_030","males_25_29_not_in_labor_force","B23001_024","Total males ages 25 to 29 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 25 to 29 with labor force determined)",TRUE,"2011"
"569","B23001_031","males_30_34","B23001_002","Total males ages 30 to 34 (count)","Percent of total males ages 30 to 34 (proportion of all males ages 16 and older)",TRUE,"2011"
"570","B23001_036","males_30_34_unemployed","B23001_031","Total males 30 to 34 who are unemployed (count)","Percent of males 30 to 34 who are unemployed (Proportion of all males ages 30 to 34)",TRUE,"2011"
"571","B23001_037","males_30_34_not_in_labor_force","B23001_031","Total males ages 30 to 34 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 033 to 34 with labor force determined)",TRUE,"2011"
"572","B23001_038","males_35_44","B23001_002","Total males ages 35 to 44 (count)","Percent of total males ages 35 to 44 (proportion of all males ages 16 and older)",TRUE,"2011"
"573","B23001_043","males_35_44_unemployed","B23001_038","Total males 35 to 44 who are unemployed (count)","Percent of males 35 to 44 who are unemployed (Proportion of all males ages 35 to 44)",TRUE,"2011"
"574","B23001_044","males_35_44_not_in_labor_force","B23001_038","Total males ages 35 to 44 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 35 to 44 with labor force determined)",TRUE,"2011"
"575","B23001_045","males_45_54","B23001_002","Total males ages 45 to 54 (count)","Percent of total males ages 45 to 54 (proportion of al males ages 16 and older)",TRUE,"2011"
"576","B23001_050","males_45_54_unemployed","B23001_045","Total males 45 to 54 who are unemployed (count)","Percent of males 45 to 54 who are unemployed (Proportion of all males ages 45 to 54)",TRUE,"2011"
"577","B23001_051","males_45_54_not_in_labor_force","B23001_045","Total males ages 45 to 54 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 45 to 54 with labor force determined)",TRUE,"2011"
"578","B23001_052","males_55_59","B23001_002","Total males ages 55 to 59 (count)","Percent of total males ages 55 to 59 (proportion of all males ages 16 and older)",TRUE,"2011"
"579","B23001_057","males_55_59_unemployed","B23001_052","Total males 55 to 59 who are unemployed (count)","Percent of males 55 to 59 who are unemployed (Proportion of all males ages 55 to 59",TRUE,"2011"
"580","B23001_058","males_55_59_not_in_labor_force","B23001_052","Total males ages 55 to 59 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 55 to 59 with labor force determined)",TRUE,"2011"
"581","B23001_059","males_60_61","B23001_002","Total males ages 60 to 61 (count)","Percent of total males ages 60 and 61 (proportion of all males ages 16 and oldre)",TRUE,"2011"
"582","B23001_064","males_60_61_unemployed","B23001_059","Total males 60 to 61 who are unemployed (count)","Percent of males 60 to 61 who are unemployed (Proportion of all males ages 60 to 61)",TRUE,"2011"
"583","B23001_065","males_60_61_not_in_labor_force","B23001_059","Total males ages 60 to 61 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 60 to 61 with labor force determined)",TRUE,"2011"
"584","B23001_066","males_62_64","B23001_002","Total males ages 62 to 64 (count)","Percent of total males ages 62 to 64 (proportion of all males ages 16 and older)",TRUE,"2011"
"585","B23001_071","males_62_64_unemployed","B23001_066","Total males 62 to 64 who are unemployed (count)","Percent of males 62 to 64 who are unemployed (Proportion of males ages 62 to 64)",TRUE,"2011"
"586","B23001_072","males_62_64_not_in_labor_force","B23001_066","Total males ages 62 to 64 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 62 to 64 with labor force determined)",TRUE,"2011"
"587","B23001_073","males_65_69","B23001_002","Total males ages 65 to 69 (count)","Percent of total males ages 65 to 69 (proportion of all males ages 16 and older)",TRUE,"2011"
"588","B23001_076","males_65_69_unemployed","B23001_073","Total males 65 to 69 who are unemployed (count)","Percent of males 65 to 69 who are unemployed (Proportion of males ages 65 to 69)",TRUE,"2011"
"589","B23001_077","males_65_69_not_in_labor_force","B23001_073","Total males ages 65 to 69 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 65 to 69 with labor force determined)",TRUE,"2011"
"590","B23001_078","males_70_74","B23001_002","Total males ages 70 to 74 (count)","Percent of total males ages 70 to 74 (proportion of all males ages 16 and older)",TRUE,"2011"
"591","B23001_081","males_70_74_unemployed","B23001_078","Total males 70 to 74 who are unemployed (count)","Total males 70 to 74 who are unemployed (Proportion of malesa ges 70 to 64",TRUE,"2011"
"592","B23001_082","males_70_74_not_in_labor_force","B23001_078","Total males ages 70 to 74 not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 70 to 74 with labor force determined)",TRUE,"2011"
"593","B23001_083","males_75_older","B23001_002","Total males ages 75 and older (count)","Percent of total males ages 75 and older (proportion of all males ages 16 and older)",TRUE,"2011"
"594","B23001_086","males_75_unemployed","B23001_001","Total males 75 and older who are unemployed (count)","Precent of males 75 and older who are unemployed (Proportion of males ages 75 and older)",TRUE,"2011"
"595","B23001_087","males_75_older_not_in_labor_force","B23001_083","Total males ages 75 and older not in the labor force (count)","Percent of total males not in the labor force (proportion of males ages 75 and older with labor force determined)",TRUE,"2011"
"596","B23001_088","total_females_16_over_labor_force_det","B23001_001","Total females ages 16 and older (count)","Percent of females ages 16 and older (proportion of all residents ages 16 and older)",TRUE,"2011"
"597","B23001_089","females_16_19","B23001_088","Total females ages 16 to 19 (count)","Percent of females ages 16 to 19 (proportion of all females ages 16 and older)",TRUE,"2011"
"598","B23001_094","females_16_19_unemployed","B23001_089","Total females 16 to 19 who are unemployed (count)","Percent of females 16 to 19 who are unemployed (Proportion of females ages 16 to 19)",TRUE,"2011"
"599","B23001_095","females_16_19_not_in_labor_force","B23001_089","Total females ages 16 to 19 who are not in the labor force (count)","Percent of females ages 16 to 19 who are not in the labor force (proportion of all females ages 16 to 19)",TRUE,"2011"
"600","B23001_096","females_20_21","B23001_002","Total females ages 20 to 21 (count)","Percent of females ages 20 and 21 (proportion of all females ages 16 and older)",TRUE,"2011"
"601","B23001_101","females_20_21_unemployed","B23001_096","Total females 20 to 21 who are unemployed (count)","Percent of females 20 to 21 who are unemployed (Proportion of females ages 20 to 21)",TRUE,"2011"
"602","B23001_102","females_20_21_not_in_labor_force","B23001_096","Total females ages 21 and 21 who are not in the labor force (count)","Percent of females ages 20 and 21 who are not in the labor force (proportion of all females ages 20 and 21)",TRUE,"2011"
"603","B23001_103","females_22_24","B23001_088","Total females ages 22 to 24 (count)","Percent of females ages 22 through 24 (proportion of all females ages 16 and older)",TRUE,"2011"
"604","B23001_108","females_22_24_unemployed","B23001_103","Total females 22 to 24 who are unemployed (count)","Percent of females 22 to 24 who are unemployed (Proportion of females ages 22 to 24)",TRUE,"2011"
"605","B23001_109","females_22_24_not_in_labor_force","B23001_103","Total females ages 22 to 24 who are not in the labor force (count)","Percent of females ages 22 to 24 who are not in the labor force (percent of all females ages 22 to 24)",TRUE,"2011"
"606","B23001_110","females_25_29","B23001_088","Total females ages 25 to 29 (count)","Percent of females ages 25 to 29 (proportion of all females ages 25 to 29)",TRUE,"2011"
"607","B23001_115","females_25_29_unemployed","B23001_110","Total females 25 to 29 who are unemployed (count)","Percent of females 25 to 29 who are unemployed (Proportion of females 16 years and older)",TRUE,"2011"
"608","B23001_116","females_25_29_not_in_labor_force","B23001_110","Total females ages 25 to 29 who are not in the labor force (count)","Percent of females ages 25 to 29 who are no in the labor force (proportion of all females ages 25 to 29)",TRUE,"2011"
"609","B23001_117","females_30_34","B23001_088","Total females ages 30 to 34 (count)","Percent of females ages 30 to 34 (proportion of all females ages 16 and older)",TRUE,"2011"
"610","B23001_122","females_30_34_unemployed","B23001_117","Total females 30 to 34 who are unemployed (count)","Percent of females 30 to 34 who are unemployed (Proportion of females 16 years and older)",TRUE,"2011"
"611","B23001_123","females_30_34_not_in_labor_force","B23001_117","Total females ages 30 to 34 who are not in the labor force (count)","Percent of females ages 30 to 34 who are not in the labor force (proportion of all females ages 30 to 34)",TRUE,"2011"
"612","B23001_124","females_35_44","B23001_088","Total females ages 35 to 44 (count)","Percent of females ages 35 to 44 (proportion of all females ages 35 to 44)",TRUE,"2011"
"613","B23001_129","females_35_44_unemployed","B23001_124","Total females 35 to 44 who are unemployed (count)","Percent of females 35 to 44 who are unemployed (Proportion of females 16 years and older)",TRUE,"2011"
"614","B23001_130","females_35_44_not_in_labor_force","B23001_124","Total females ages 35 to 44 who are not in the labor force (count)","Percent of females ages 35 to 44 who are not in the labor force (proportion of all females ages 35 to 44)",TRUE,"2011"
"615","B23001_131","females_45_54","B23001_088","Total females ages 45 to 54 (count)","Percent of females ages 45 to 54 (proportion of all females ages 16 and older)",TRUE,"2011"
"616","B23001_136","females_45_54_unemployed","B23001_131","Total females 45 to 54 who are unemployed (count)","Percent of females 45 to 54 who are unemployed (Proportion of females ages 45 to 54)",TRUE,"2011"
"617","B23001_137","females_45_54_not_in_labor_force","B23001_131","Total females ages 45 to 54 who are not in the labor force (count)","Percent of females ages 45 to 54 who are not in the labor force (percent of all females ages 45 to 54)",TRUE,"2011"
"618","B23001_138","females_55_59","B23001_088","Total females ages 55 to 59 (count)","Percent of females ages 55 to 59 (proportion of all females ages 16 and older)",TRUE,"2011"
"619","B23001_143","females_55_59_unemployed","B23001_138","Total females 55 to 59 who are unemployed (count)","Percent of females 55 to 59 who are unemployed (Proportion of females ages 55 to 59)",TRUE,"2011"
"620","B23001_144","females_55_59_not_in_labor_force","B23001_138","Total females ages 55 to 59 who are not in the labor force (count)","Percent of females ages 55 to 59 who are no in th labor force (proportion of all females ages 55 to 59)",TRUE,"2011"
"621","B23001_145","females_60_61","B23001_088","Total females ages 60 to 61 (count)","Percent of females ages 60 to 61 (proportion of all females ages 16 and older)",TRUE,"2011"
"622","B23001_150","females_60_61_unemployed","B23001_145","Total females 60 to 61 who are unemployed (count)","Percent of females 60 to 61 who are unemployed (Proportion of females 16 years and older)",TRUE,"2011"
"623","B23001_151","females_60_61_not_in_labor_force","B23001_145","Total females ages 60 to 61 who are not in the labor force (count)","Percent of females ages 60 to 61 who are not in the labor force (proportion of all females ages 60 to 61)",TRUE,"2011"
"624","B23001_152","females_62_64","B23001_088","Total females ages 62 to 64 (count)","Percent of females ages 62 to 64 (proportion of all females ages 16 and older)",TRUE,"2011"
